listing_id,listing_type,district,neighbourhood,price,GrossSquareMeters,NetSquareMeters,price_per_m2,rooms,halls,total_rooms,floor,floor_category,total_floors,building_age,building_type,building_condition,heating_type,fuel_type,bathroom_count,furnished,usage_status,is_in_complex,complex_name,maintenance_fee,orientation,credit_eligible,deed_status,exchange,last_updated,scraped_at,sub_district
42477-549,satilik,Adalar,Burgazada,7000000,65,60,107692.30769230769,1,1,2,0,Entrance Floor,3,30,Reinforced Concrete,Second-hand,Stove,Electricity,1,Furnished,Vacant,FALSE,NA,NA,North,Eligible,Condominium Title,No,2026-02-23,2026-03-14T20:46:17Z,Burgazada
142268-142,satilik,Adalar,Nizam,22950000,220,200,104318.18181818182,5,2,7,3,NA,3,30,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,3,Unfurnished,Vacant,FALSE,NA,NA,NA,Eligible,Condominium Title,No,2026-02-23,2026-03-14T20:46:24Z,Nizam
42477-500,satilik,Adalar,Burgazada,9500000,130,95,73076.92307692308,2,1,3,1,NA,3,35,Reinforced Concrete,Second-hand,Not Specified,Electricity,1,Furnished,Vacant,FALSE,NA,NA,East,Eligible,Condominium Title,No,2026-02-12,2026-03-14T20:46:31Z,Burgazada
0-45841464,satilik,Adalar,Nizam,22000000,150,140,146666.66666666666,3,1,4,NA,Penthouse,3,20,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,1,Unfurnished,Owner-occupied,FALSE,NA,750,"South, East, West",Eligible,Condominium Title,No,2025-12-30,2026-03-14T20:46:39Z,Nizam
164664-14,satilik,Adalar,Kınalıada,15250000,185,160,82432.43243243243,2,2,4,2,NA,3,31,NA,NA,Combi Boiler,NA,2,Furnished,Vacant,FALSE,NA,500,South,Eligible,Condominium Title,No,2026-02-13,2026-03-14T20:46:48Z,Kınalıada
1489-10015,satilik,Adalar,Nizam,18000000,220,170,81818.18181818182,4,1,5,2,NA,3,30,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,2,Furnished,Vacant,FALSE,NA,NA,"South, East",Eligible,Condominium Title,No,2026-03-01,2026-03-14T20:46:55Z,Nizam
82579-1108,satilik,Adalar,Nizam,13000000,135,120,96296.29629629629,2,1,3,NA,Terrace Floor,4,31,Reinforced Concrete,Second-hand,No Heating,Natural Gas,1,Unfurnished,Vacant,FALSE,NA,NA,"North, South, East, West",Eligible,Condominium Title,No,2026-03-05,2026-03-14T20:47:04Z,Nizam
12854-237,satilik,Adalar,Heybeliada,8750000,100,95,87500,2,1,3,-1,Semi-Basement,3,35,Reinforced Concrete,Second-hand,Floor Radiator,Natural Gas,1,Unfurnished,Tenant-occupied,FALSE,NA,250,"South, East",Eligible,Condominium Title,No,2026-02-27,2026-03-14T20:47:12Z,Heybeliada
42477-557,satilik,Adalar,Maden,8000000,80,65,100000,2,1,3,2,NA,3,27,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,1,Unfurnished,Tenant-occupied,FALSE,NA,NA,"South, East",Eligible,Condominium Title,No,2026-02-25,2026-03-14T20:47:20Z,Maden
54895-847,satilik,Adalar,Nizam,18900000,165,114,114545.45454545454,3,1,4,-1,Garden Floor,3,34,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,1,Unfurnished,Vacant,FALSE,NA,750,"North, East, West",Eligible,Condominium Title,No,2026-03-04,2026-03-14T20:47:27Z,Nizam
4387-1661,satilik,Adalar,Maden,10900000,145,135,75172.41379310345,3,1,4,NA,Top Floor,3,30,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,2,Furnished,Vacant,FALSE,NA,NA,"North, South",Eligible,Condominium Title,No,2026-02-05,2026-03-14T20:47:34Z,Maden
12854-236,satilik,Adalar,Heybeliada,10000000,85,80,117647.05882352941,2,1,3,NA,Mid Floor,3,35,Reinforced Concrete,Second-hand,Floor Radiator,Natural Gas,2,Unfurnished,Tenant-occupied,FALSE,NA,1000,"North, West",Eligible,Condominium Title,No,2026-02-13,2026-03-14T20:47:42Z,Heybeliada
42477-428,satilik,Adalar,Burgazada,15000000,130,110,115384.61538461539,3,1,4,NA,Top Floor,3,40,Reinforced Concrete,Second-hand,Not Specified,Electricity,1,Furnished,Vacant,FALSE,NA,200,"North, East, West",Eligible,Condominium Title,No,2026-02-12,2026-03-14T20:47:49Z,Burgazada
39631-886,satilik,Adalar,Nizam,12750000,90,80,141666.66666666666,2,1,3,NA,Top Floor,4,30,Masonry,Second-hand,Combi Boiler,Natural Gas,1,Furnished,Vacant,FALSE,NA,NA,NA,Eligible,Condominium Title,No,2026-03-07,2026-03-14T20:47:56Z,Nizam
134003-112,satilik,Adalar,Maden,17500000,180,160,97222.22222222222,4,1,5,NA,Mid Floor,3,35,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,3,Furnished,Vacant,FALSE,NA,NA,"South, East, West",Eligible,Condominium Title,No,2026-02-13,2026-03-14T20:48:03Z,Maden
4387-1560,satilik,Adalar,Maden,12650000,140,120,90357.14285714286,3,1,4,NA,Mid Floor,3,31,Reinforced Concrete,Second-hand,Central (Metered),Electricity,1,Furnished,Vacant,FALSE,NA,NA,"North, East, West",Eligible,Condominium Title,No,2026-02-05,2026-03-14T20:48:10Z,Maden
82579-1102,satilik,Adalar,Heybeliada,4700000,60,43,78333.33333333333,1,1,2,NA,Top Floor,3,24,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,NA,NA,Vacant,FALSE,NA,NA,"North, South, East, West",Eligible,Shared Title,No,2026-02-25,2026-03-14T20:48:17Z,Heybeliada
54895-1160,satilik,Adalar,Maden,17500000,143,131,122377.62237762238,3,1,4,-1,Garden Floor,3,17,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,2,Unfurnished,Vacant,FALSE,NA,NA,"North, South, East, West",Eligible,Construction Easement,No,2026-03-05,2026-03-14T20:48:28Z,Maden
134003-111,satilik,Adalar,Maden,21000000,200,180,105000,5,2,7,NA,Top Floor,3,35,NA,Second-hand,Combi Boiler,Natural Gas,4,Furnished,Vacant,FALSE,NA,NA,"North, East",Eligible,Condominium Title,No,2026-02-13,2026-03-14T20:48:36Z,Maden
82579-1100,satilik,Adalar,Maden,13950000,90,70,155000,2,1,3,NA,Top Floor,4,37,NA,Second-hand,Combi Boiler,Natural Gas,1,Unfurnished,Vacant,FALSE,NA,NA,"North, South, East, West",Eligible,Construction Easement,No,2026-03-03,2026-03-14T20:48:47Z,Maden
4387-1720,satilik,Adalar,Maden,9500000,85,75,111764.70588235294,2,1,3,0,Raised Ground,3,30,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,1,Furnished,Vacant,FALSE,NA,NA,"North, East, West",Eligible,Condominium Title,No,2026-02-14,2026-03-14T20:48:54Z,Maden
96953-287,satilik,Adalar,Nizam,30000000,150,131,200000,6,2,8,0,Ground Floor,3,0,Reinforced Concrete,New,Combi Boiler,Natural Gas,4,Unfurnished,Vacant,FALSE,NA,NA,"North, South, East",Eligible,Condominium Title,No,2026-02-13,2026-03-14T20:49:04Z,Nizam
134003-109,satilik,Adalar,Maden,23000000,160,125,143750,3,1,4,NA,Mid Floor,3,35,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,2,Unfurnished,Tenant-occupied,FALSE,NA,NA,East,Eligible,Condominium Title,No,2026-02-13,2026-03-14T20:49:11Z,Maden
54895-1163,satilik,Adalar,Maden,17900000,138,130,129710.14492753622,3,1,4,0,Ground Floor,3,17,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,2,Unfurnished,Tenant-occupied,FALSE,NA,NA,"North, South, East, West",Eligible,Construction Easement,No,2026-02-13,2026-03-14T20:49:19Z,Maden
82579-1098,satilik,Adalar,Maden,17500000,145,137,120689.6551724138,3,1,4,-1,Garden Floor,3,17,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,2,Unfurnished,Tenant-occupied,FALSE,NA,NA,"North, South, East, West",Eligible,Construction Easement,No,2026-03-03,2026-03-14T20:49:27Z,Maden
134003-82,satilik,Adalar,Nizam,29000000,180,150,161111.11111111112,3,1,4,-1,Garden Floor,2,35,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,2,Unfurnished,Vacant,FALSE,NA,NA,North,Eligible,Condominium Title,No,2026-02-13,2026-03-14T20:49:35Z,Nizam
82579-1070,satilik,Adalar,Maden,15500000,210,185,73809.52380952382,3,1,4,-1,Garden Floor,4,68,Masonry,Second-hand,Combi Boiler,Natural Gas,2,Unfurnished,Vacant,FALSE,NA,NA,"North, South, East, West",Eligible,Condominium Title,No,2026-03-03,2026-03-14T20:49:43Z,Maden
4387-1708,satilik,Adalar,Nizam,11990000,95,86,126210.52631578948,3,1,4,-1,Garden Floor,3,30,Reinforced Concrete,Second-hand,Floor Radiator,NA,1,Unfurnished,Vacant,FALSE,NA,NA,"North, South, East, West",Eligible,Condominium Title,No,2026-02-05,2026-03-14T20:49:50Z,Nizam
58394-1451,satilik,Adalar,Heybeliada,11500000,65,56,176923.07692307694,2,1,3,4,NA,4,31,NA,NA,No Heating,NA,1,Unfurnished,Vacant,FALSE,NA,NA,"North, South, West",Eligible,Condominium Title,No,2026-02-16,2026-03-14T20:49:57Z,Heybeliada
48874-454,satilik,Adalar,Kınalıada,18250000,300,180,60833.333333333336,3,1,4,3,NA,3,31,NA,NA,Air Conditioning,NA,2,Unfurnished,Vacant,FALSE,NA,250,"North, South, East, West",Eligible,Condominium Title,No,2026-02-13,2026-03-14T20:50:05Z,Kınalıada
128764-1891,satilik,Adalar,Heybeliada,17000000,230,210,73913.04347826086,4,1,5,2,NA,3,60,Reinforced Concrete,Second-hand,Floor Radiator,Natural Gas,2,Unfurnished,Vacant,FALSE,NA,NA,NA,Eligible,Construction Easement,NA,2026-03-13,2026-03-14T20:50:13Z,Heybeliada
82579-1059,satilik,Adalar,Nizam,11000000,140,120,78571.42857142857,3,1,4,-1,Garden Floor,3,32,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,2,Furnished,Vacant,FALSE,NA,NA,"North, South, East, West",Eligible,Condominium Title,No,2026-03-03,2026-03-14T20:50:21Z,Nizam
96953-286,satilik,Adalar,Nizam,25000000,95,83,263157.8947368421,3,1,4,NA,Top Floor,3,0,Reinforced Concrete,New,Combi Boiler,Natural Gas,2,Unfurnished,Vacant,FALSE,NA,NA,"North, East, West",Eligible,Condominium Title,No,2026-02-13,2026-03-14T20:50:28Z,Nizam
164664-6,satilik,Adalar,Maden,9500000,135,120,70370.37037037036,3,1,4,0,Raised Ground,2,16,NA,NA,Combi Boiler,NA,2,Unfurnished,Vacant,FALSE,NA,300,South,Eligible,Condominium Title,No,2026-01-31,2026-03-14T20:50:37Z,Maden
48874-452,satilik,Adalar,Kınalıada,11000000,150,125,73333.33333333333,3,1,4,-1,Sub-level 1,4,31,NA,NA,Air Conditioning,NA,1,Unfurnished,Tenant-occupied,FALSE,NA,100,"South, East, West",Eligible,Condominium Title,No,2026-02-08,2026-03-14T20:50:44Z,Kınalıada
58394-1448,satilik,Adalar,Heybeliada,5100000,60,50,85000,3,1,4,-1,Semi-Basement,4,32,Masonry,Second-hand,Combi Boiler,Natural Gas,1,NA,Tenant-occupied,FALSE,NA,NA,"South, West",Eligible,Condominium Title,No,2026-02-10,2026-03-14T20:50:51Z,Heybeliada
54895-1146,satilik,Adalar,Maden,6700000,70,53,95714.28571428571,3,1,4,-1,Garden Floor,3,34,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,1,Unfurnished,Vacant,FALSE,NA,150,NA,Eligible,Construction Easement,No,2026-03-13,2026-03-14T20:50:58Z,Maden
48874-450,satilik,Adalar,Kınalıada,16400000,200,150,82000,3,1,4,0,Raised Ground,3,31,NA,NA,Combi Boiler,NA,2,Furnished,Vacant,FALSE,NA,250,"South, East, West",Eligible,Condominium Title,No,2026-02-13,2026-03-14T20:51:06Z,Kınalıada
11040-1114,satilik,Adalar,Nizam,13000000,200,180,65000,4,1,5,3,NA,3,33,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,2,Furnished,Owner-occupied,FALSE,NA,NA,NA,Eligible,Condominium Title,NA,2026-02-27,2026-03-14T20:51:14Z,Nizam
42477-550,satilik,Adalar,Burgazada,9500000,95,85,100000,3,1,4,0,Raised Ground,3,32,Reinforced Concrete,Second-hand,Stove,Electricity,1,Furnished,Vacant,FALSE,NA,NA,"East, West",Not Eligible,Land Title,No,2026-02-23,2026-03-14T20:51:22Z,Burgazada
82579-1103,satilik,Adalar,Maden,17900000,145,135,123448.27586206897,3,1,4,NA,Mid Floor,2,17,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,2,Unfurnished,Tenant-occupied,FALSE,NA,NA,"North, South, East, West",Eligible,Construction Easement,No,2026-02-26,2026-03-14T20:51:29Z,Maden
4387-1685,satilik,Adalar,Nizam,10500000,140,130,75000,3,1,4,-1,Garden Floor,3,32,Reinforced Concrete,Second-hand,Underfloor Heating,Natural Gas,2,Furnished,Vacant,TRUE,NA,1000,"North, South, East, West",Eligible,Condominium Title,No,2026-02-07,2026-03-14T20:51:37Z,Nizam
54895-1120,satilik,Adalar,Maden,15500000,163,130,95092.0245398773,4,1,5,2,NA,4,68,Masonry,Second-hand,Combi Boiler,Natural Gas,2,Unfurnished,Vacant,FALSE,NA,NA,"North, South, East, West",Eligible,Condominium Title,No,2026-03-04,2026-03-14T20:51:45Z,Maden
48874-422,satilik,Adalar,Kınalıada,22500000,200,150,112500,4,1,5,2,NA,2,31,NA,NA,Air Conditioning,NA,2,Unfurnished,Owner-occupied,FALSE,NA,NA,"North, South, East, West",Eligible,Condominium Title,No,2026-02-13,2026-03-14T20:51:54Z,Kınalıada
54895-1094,satilik,Adalar,Maden,8750000,91,78,96153.84615384616,3,1,4,2,NA,3,16,Reinforced Concrete,New,Combi Boiler,Natural Gas,2,Unfurnished,Vacant,FALSE,NA,NA,"North, West",Eligible,Construction Easement,No,2026-03-05,2026-03-14T20:52:02Z,Maden
4387-1486,satilik,Adalar,Nizam,15000000,140,130,107142.85714285714,3,1,4,-1,Garden Floor,3,30,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,2,Unfurnished,Vacant,FALSE,NA,750,"North, South, West",Eligible,Condominium Title,No,2026-02-13,2026-03-14T20:52:09Z,Nizam
61168-9832,satilik,Adalar,Heybeliada,9550000,137,105,69708.0291970803,3,1,4,2,NA,4,45,NA,Second-hand,Combi Boiler,NA,1,Unfurnished,Vacant,FALSE,NA,NA,"North, South, East, West",Eligible,Condominium Title,NA,2026-02-13,2026-03-14T20:52:17Z,Heybeliada
82579-1090,satilik,Adalar,Maden,9200000,140,120,65714.28571428571,3,1,4,-1,Garden Floor,3,33,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,2,Unfurnished,NA,FALSE,NA,NA,"North, East, West",Eligible,Condominium Title,No,2026-03-03,2026-03-14T20:52:25Z,Maden
54895-1085,satilik,Adalar,Nizam,19000000,169,135,112426.03550295858,4,1,5,NA,Villa Floor,3,40,Reinforced Concrete,Second-hand,Air Conditioning,Natural Gas,2,Unfurnished,Vacant,FALSE,NA,2500,"North, South, East, West",Eligible,Condominium Title,No,2026-03-12,2026-03-14T20:52:34Z,Nizam
4387-1446,satilik,Adalar,Maden,12000000,140,130,85714.28571428571,3,1,4,3,NA,3,33,NA,Second-hand,Air Conditioning,Electricity,2,Unfurnished,Vacant,FALSE,NA,NA,"North, South, East",Eligible,Condominium Title,No,2026-02-24,2026-03-14T20:52:41Z,Maden
54895-1047,satilik,Adalar,Maden,10900000,99,87,110101.0101010101,3,1,4,1,NA,3,36,Reinforced Concrete,Second-hand,No Heating,Natural Gas,1,Unfurnished,Vacant,FALSE,NA,1500,"North, South, East, West",Eligible,Condominium Title,No,2026-02-22,2026-03-14T20:52:49Z,Maden
82579-1106,satilik,Adalar,Nizam,7000000,70,60,100000,2,1,3,NA,Mid Floor,3,41,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,1,Unfurnished,NA,FALSE,NA,NA,"North, South, East",Eligible,Condominium Title,No,2026-02-25,2026-03-14T20:52:57Z,Nizam
134003-101,satilik,Adalar,Maden,17500000,180,150,97222.22222222222,4,1,5,-1,Garden Floor,3,55,Brick,Second-hand,Combi Boiler,Natural Gas,2,Unfurnished,Owner-occupied,FALSE,NA,NA,"North, East",Eligible,Condominium Title,No,2026-02-13,2026-03-14T20:53:05Z,Maden
54895-1043,satilik,Adalar,Nizam,24200000,140,98,172857.14285714287,3,1,4,NA,Villa Floor,2,41,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,2,Unfurnished,Tenant-occupied,FALSE,NA,NA,"North, South, East, West",Eligible,Condominium Title,No,2026-03-05,2026-03-14T20:53:16Z,Nizam
48874-455,satilik,Adalar,Kınalıada,10400000,108,68,96296.29629629629,2,1,3,NA,Penthouse,3,31,NA,NA,Combi Boiler,NA,1,Unfurnished,Vacant,FALSE,NA,100,"North, South, East, West",Eligible,Condominium Title,No,2026-02-13,2026-03-14T20:53:23Z,Kınalıada
4387-1437,satilik,Adalar,Nizam,11750000,100,90,117500,3,1,4,NA,Mid Floor,3,28,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,1,Furnished,Vacant,FALSE,NA,200,"North, South, East",Eligible,Condominium Title,No,2026-02-14,2026-03-14T20:53:31Z,Nizam
134003-100,satilik,Adalar,Maden,18500000,120,90,154166.66666666666,3,1,4,-1,Garden Floor,3,45,Brick,Second-hand,Combi Boiler,Natural Gas,1,Unfurnished,Vacant,FALSE,NA,NA,South,Eligible,Condominium Title,No,2026-02-13,2026-03-14T20:53:39Z,Maden
42477-497,satilik,Adalar,Maden,10000000,110,95,90909.09090909091,2,1,3,2,NA,3,25,Reinforced Concrete,Second-hand,Not Specified,Electricity,1,Furnished,Vacant,FALSE,NA,NA,"North, East",Eligible,Condominium Title,No,2026-03-02,2026-03-14T20:53:47Z,Maden
134933-422,satilik,Adalar,Burgazada,9000000,120,110,75000,3,1,4,2,NA,3,26,NA,NA,Air Conditioning,NA,1,Furnished,Vacant,FALSE,NA,NA,West,Not Eligible,Land Title,No,2026-02-11,2026-03-14T20:53:55Z,Burgazada
113382-306,satilik,Adalar,Maden,17500000,220,200,79545.45454545454,6,2,8,2,NA,3,31,NA,NA,Combi Boiler,NA,2,NA,Vacant,FALSE,NA,NA,NA,Eligible,Construction Easement,No,2026-02-09,2026-03-14T20:54:03Z,Maden
134003-91,satilik,Adalar,Nizam,16350000,180,150,90833.33333333333,3,1,4,3,NA,3,75,Brick,Second-hand,Combi Boiler,Natural Gas,1,Unfurnished,Vacant,FALSE,NA,NA,"North, South, East, West",Eligible,Condominium Title,No,2026-02-06,2026-03-14T20:54:10Z,Nizam
9621-2405,satilik,Adalar,Maden,12000000,180,160,66666.66666666667,4,1,5,1,NA,3,40,NA,NA,Air Conditioning,NA,1,NA,Vacant,FALSE,NA,1000,NA,Eligible,Condominium Title,NA,2026-02-13,2026-03-14T20:54:18Z,Maden
142268-150,satilik,Adalar,Maden,7000000,80,70,87500,2,1,3,2,NA,3,30,Brick,Second-hand,Central,Electricity,1,Furnished,Vacant,FALSE,NA,NA,"North, South, East, West",Eligible,Condominium Title,No,2026-02-23,2026-03-14T20:54:26Z,Maden
10098-357,satilik,Adalar,Nizam,15000000,220,180,68181.81818181818,5,1,6,NA,Top Floor,3,34,Reinforced Concrete,Second-hand,Air Conditioning,Electricity,3,Furnished,Owner-occupied,FALSE,NA,NA,NA,Eligible,Condominium Title,No,2026-02-13,2026-03-14T20:54:36Z,Nizam
54895-1133,satilik,Adalar,Maden,9500000,59,46,161016.94915254237,2,1,3,1,NA,4,54,Reinforced Concrete,New,Combi Boiler,Natural Gas,1,Unfurnished,Vacant,FALSE,NA,250,"South, West",Eligible,Condominium Title,No,2026-02-15,2026-03-14T20:54:45Z,Maden
4387-1641,satilik,Adalar,Maden,13000000,160,90,81250,3,1,4,-1,Garden Floor,3,30,Reinforced Concrete,Second-hand,No Heating,Natural Gas,1,Unfurnished,Vacant,TRUE,NA,NA,"South, East, West",Eligible,Condominium Title,No,2026-02-07,2026-03-14T20:54:55Z,Maden
1829-4262,satilik,Adalar,Burgazada,11250000,140,110,80357.14285714286,2,2,4,0,Entrance Floor,3,31,NA,NA,No Heating,NA,2,Furnished,Owner-occupied,FALSE,NA,NA,East,Eligible,Condominium Title,No,2026-03-04,2026-03-14T20:55:03Z,Burgazada
1006-18744,satilik,Adalar,Nizam,13000000,145,110,89655.1724137931,3,1,4,0,Entrance Floor,1,36,NA,Second-hand,Combi Boiler,Natural Gas,2,Unfurnished,Vacant,FALSE,NA,NA,NA,Eligible,Foreign Owner,No,2026-02-14,2026-03-14T20:55:11Z,Nizam
82579-1025,satilik,Adalar,Nizam,13500000,140,120,96428.57142857143,3,1,4,2,NA,1,31,Reinforced Concrete,Second-hand,No Heating,Natural Gas,1,Furnished,Vacant,FALSE,NA,NA,"North, South, East, West",Eligible,Condominium Title,No,2026-02-25,2026-03-14T20:55:19Z,Nizam
4387-1678,satilik,Adalar,Maden,12000000,120,100,100000,3,1,4,-1,Garden Floor,3,35,Reinforced Concrete,Second-hand,No Heating,Natural Gas,2,Unfurnished,Vacant,FALSE,NA,NA,"North, South, East, West",Eligible,Condominium Title,No,2026-02-08,2026-03-14T20:55:26Z,Maden
134003-75,satilik,Adalar,Maden,8500000,90,75,94444.44444444444,2,1,3,NA,Mid Floor,3,35,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,1,Unfurnished,Tenant-occupied,FALSE,NA,NA,East,Not Eligible,Land Title,No,2026-02-13,2026-03-14T20:55:34Z,Maden
142268-36,satilik,Adalar,Nizam,22950000,130,120,176538.46153846153,3,1,4,NA,Top Floor,2,35,Brick,Second-hand,Combi Boiler,Natural Gas,1,Unfurnished,Tenant-occupied,FALSE,NA,NA,"North, South, East, West",Eligible,Condominium Title,No,2026-02-03,2026-03-14T20:55:42Z,Nizam
54895-1161,satilik,Adalar,Maden,9500000,79,73,120253.16455696203,2,1,3,-1,Garden Floor,3,38,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,1,Unfurnished,Tenant-occupied,FALSE,NA,1000,"North, East, West",Eligible,Condominium Title,No,2026-02-24,2026-03-14T20:55:51Z,Maden
48848-30,satilik,Adalar,Burgazada,15000000,90,85,166666.66666666666,2,1,3,3,NA,3,32,Reinforced Concrete,NA,Combi Boiler,Natural Gas,1,Furnished,Tenant-occupied,FALSE,NA,NA,NA,Eligible,Construction Easement,No,2026-02-13,2026-03-14T20:55:59Z,Burgazada
42477-501,satilik,Adalar,Burgazada,13000000,70,50,185714.2857142857,1,1,2,1,NA,2,40,Masonry,Second-hand,Combi Boiler,Natural Gas,1,Unfurnished,Tenant-occupied,FALSE,NA,NA,"South, East",Eligible,Condominium Title,No,2026-01-31,2026-03-14T20:56:07Z,Burgazada
82579-958,satilik,Adalar,Maden,11000000,135,120,81481.48148148147,3,1,4,NA,Top Floor,3,30,Reinforced Concrete,Second-hand,No Heating,Natural Gas,2,NA,Vacant,FALSE,NA,NA,"North, South, East",Eligible,Condominium Title,No,2026-02-25,2026-03-14T20:56:15Z,Maden
4387-1507,satilik,Adalar,Maden,13500000,110,95,122727.27272727272,3,1,4,NA,Penthouse,4,30,Reinforced Concrete,Second-hand,Air Conditioning,Electricity,1,Unfurnished,NA,FALSE,NA,NA,NA,Eligible,Construction Easement,No,2026-02-05,2026-03-14T20:56:23Z,Maden
142268-149,satilik,Adalar,Maden,12990000,110,95,118090.90909090909,3,1,4,0,Entrance Floor,3,31,NA,Second-hand,Combi Boiler,Natural Gas,2,Unfurnished,Vacant,FALSE,NA,1250,"South, East, West",Eligible,Construction Easement,No,2026-02-12,2026-03-14T20:56:30Z,Maden
54895-772,satilik,Adalar,Maden,6100000,115,75,53043.47826086957,2,1,3,-1,Semi-Basement,4,39,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,1,Unfurnished,Tenant-occupied,FALSE,NA,NA,"North, South, West",Eligible,Condominium Title,No,2026-03-05,2026-03-14T20:56:37Z,Maden
4245-10813,satilik,Adalar,Kınalıada,5950000,75,65,79333.33333333333,2,1,3,0,Raised Ground,3,30,NA,NA,No Heating,NA,1,NA,NA,FALSE,NA,NA,NA,Eligible,Condominium Title,NA,2026-02-13,2026-03-14T20:56:45Z,Kınalıada
4387-1605,satilik,Adalar,Nizam,8500000,110,75,77272.72727272728,2,2,4,0,Raised Ground,3,31,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,1,Furnished,Owner-occupied,FALSE,NA,NA,"South, East",Eligible,Condominium Title,No,2026-02-13,2026-03-14T20:56:52Z,Nizam
82579-905,satilik,Adalar,Maden,22000000,140,100,157142.85714285713,3,1,4,-1,Garden Floor,3,26,NA,NA,Combi Boiler,NA,2,Unfurnished,Vacant,FALSE,NA,NA,"North, South, East, West",Eligible,Condominium Title,No,2026-02-25,2026-03-14T20:57:00Z,Maden
58394-1452,satilik,Adalar,Heybeliada,5100000,60,50,85000,3,0,3,-2,Basement,4,31,NA,NA,Combi Boiler,NA,1,Unfurnished,Tenant-occupied,FALSE,NA,NA,"South, West",Eligible,Condominium Title,No,2026-02-16,2026-03-14T20:57:08Z,Heybeliada
42477-530,satilik,Adalar,Burgazada,16850000,180,165,93611.11111111111,4,2,6,NA,Top Floor,3,32,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,2,Furnished,Vacant,FALSE,NA,NA,"North, South, East, West",Eligible,Construction Easement,No,2026-01-31,2026-03-14T20:57:16Z,Burgazada
4387-1379,satilik,Adalar,Maden,20000000,130,120,153846.15384615384,3,1,4,-1,Garden Floor,3,25,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,2,Unfurnished,Owner-occupied,TRUE,NA,1000,"North, South, East, West",Eligible,Condominium Title,No,2026-02-13,2026-03-14T20:57:25Z,Maden
82579-794,satilik,Adalar,Nizam,11250000,150,120,75000,4,1,5,-1,Garden Floor,2,2,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,1,Unfurnished,Vacant,FALSE,NA,NA,"North, South, East",Eligible,Condominium Title,No,2026-02-25,2026-03-14T20:57:33Z,Nizam
54895-1140,satilik,Adalar,Nizam,28000000,193,122,145077.72020725388,4,1,5,1,NA,4,56,Reinforced Concrete,New,Combi Boiler,Natural Gas,2,Furnished,Vacant,FALSE,NA,NA,"North, West",Eligible,Condominium Title,No,2026-02-06,2026-03-14T20:57:41Z,Nizam
48848-233,satilik,Adalar,Burgazada,14000000,140,120,100000,3,1,4,-1,Garden Floor,3,30,Reinforced Concrete,NA,Not Specified,Natural Gas,2,NA,NA,FALSE,NA,NA,NA,Eligible,Condominium Title,No,2026-02-13,2026-03-14T20:57:49Z,Burgazada
1324-1168,satilik,Adalar,Nizam,12300000,190,180,64736.84210526316,4,2,6,3,NA,3,30,NA,Second-hand,Combi Boiler,NA,2,NA,NA,FALSE,NA,NA,NA,Eligible,Condominium Title,NA,2026-02-13,2026-03-14T20:57:57Z,Nizam
26825-1108,satilik,Adalar,Nizam,14250000,190,165,75000,4,1,5,3,NA,3,35,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,2,Unfurnished,Vacant,FALSE,NA,NA,NA,Eligible,Condominium Title,No,2026-02-28,2026-03-14T20:58:05Z,Nizam
10098-315,satilik,Adalar,Maden,16000000,160,140,100000,3,1,4,0,Raised Ground,5,28,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,2,Furnished,Tenant-occupied,FALSE,NA,200,"North, South, East, West",Eligible,Condominium Title,No,2026-02-13,2026-03-14T20:58:14Z,Maden
