listing_id,listing_type,district,neighbourhood,price,GrossSquareMeters,NetSquareMeters,price_per_m2,rooms,halls,total_rooms,floor,floor_category,total_floors,building_age,building_type,building_condition,heating_type,fuel_type,bathroom_count,furnished,usage_status,is_in_complex,complex_name,maintenance_fee,orientation,credit_eligible,deed_status,exchange,last_updated,scraped_at,sub_district
2783-2352,satilik,Kadıköy,Caferağa,15000000,140,130,107142.85714285714,3,1,4,1,NA,5,31,NA,NA,Central,NA,2,Unfurnished,Tenant-occupied,FALSE,NA,500,South,Eligible,Condominium Title,No,NA,2026-03-17T02:40:08Z,Caferağa
1606-2877,satilik,Kadıköy,Erenköy,29950000,165,130,181515.15151515152,3,1,4,9,NA,13,6,NA,NA,Combi Boiler,NA,2,Unfurnished,Vacant,FALSE,NA,NA,"North, South, West",Eligible,Condominium Title,No,NA,2026-03-17T02:40:23Z,Erenköy
34400-5261,satilik,Kadıköy,Caddebostan,12950000,60,42,215833.33333333334,1,1,2,-1,Garden Floor,8,0,Reinforced Concrete,New,Combi Boiler,Natural Gas,1,Unfurnished,Vacant,FALSE,NA,NA,South,Eligible,Condominium Title,No,NA,2026-03-17T02:40:32Z,Caddebostan
129350-1331,satilik,Kadıköy,Osmanağa,8800000,100,80,88000,1,1,2,1,NA,4,36,NA,Second-hand,Combi Boiler,NA,1,Unfurnished,Owner-occupied,FALSE,NA,NA,"North, South",Eligible,Condominium Title,NA,NA,2026-03-17T02:40:41Z,Osmanağa
4286-7819,satilik,Kadıköy,Suadiye,8275000,60,40,137916.66666666666,1,1,2,0,Entrance Floor,6,8,NA,Second-hand,Combi Boiler,Natural Gas,1,Unfurnished,Tenant-occupied,FALSE,NA,NA,"South, East, West",Eligible,Condominium Title,No,NA,2026-03-17T02:40:49Z,Suadiye
36118-17575,satilik,Kadıköy,Feneryolu,21500000,105,90,204761.90476190476,2,1,3,7,NA,10,1,Reinforced Concrete,New,Combi Boiler,Natural Gas,2,Unfurnished,Vacant,FALSE,NA,500,"South, East",Eligible,Construction Easement,No,NA,2026-03-17T02:40:57Z,Feneryolu
5734-2621,satilik,Kadıköy,Hasanpaşa,7100000,85,75,83529.41176470589,2,1,3,3,NA,4,11,NA,NA,Combi Boiler,NA,1,Unfurnished,Vacant,FALSE,NA,NA,South,Eligible,Condominium Title,No,NA,2026-03-17T02:41:05Z,Hasanpaşa
7553-17163,satilik,Kadıköy,Sahrayı Cedit,16500000,120,90,137500,3,1,4,1,NA,10,5,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,1,Unfurnished,Tenant-occupied,FALSE,NA,NA,"North, East",Eligible,Condominium Title,No,NA,2026-03-17T02:41:13Z,Sahrayı Cedit
129494-122,satilik,Kadıköy,Caferağa,6750000,95,70,71052.63157894737,2,1,3,-1,Garden Floor,4,38,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,1,Unfurnished,Owner-occupied,FALSE,NA,NA,South,Eligible,Condominium Title,No,NA,2026-03-17T02:41:21Z,Caferağa
122463-2294,satilik,Kadıköy,Caddebostan,26750000,135,97,198148.14814814815,3,1,4,8,NA,13,6,NA,NA,Central (Metered),NA,2,Unfurnished,Vacant,FALSE,NA,NA,"North, East, West",Eligible,Condominium Title,No,NA,2026-03-17T02:41:31Z,Caddebostan
26619-11877,satilik,Kadıköy,Suadiye,25750000,115,90,223913.04347826086,3,1,4,6,NA,13,0,NA,NA,Central (Metered),NA,2,Unfurnished,Vacant,FALSE,NA,NA,East,Eligible,Construction Easement,No,NA,2026-03-17T02:41:40Z,Suadiye
110392-395,satilik,Kadıköy,Bostancı,22500000,140,110,160714.2857142857,3,1,4,3,NA,9,6,NA,NA,Combi Boiler,NA,2,Unfurnished,Vacant,FALSE,NA,NA,"North, South, West",Eligible,Condominium Title,No,NA,2026-03-17T02:41:48Z,Bostancı
3433-10169,satilik,Kadıköy,Bostancı,13500000,85,65,158823.5294117647,2,1,3,2,NA,13,0,Reinforced Concrete,New,Central (Metered),Natural Gas,1,Unfurnished,Vacant,FALSE,NA,NA,North,Eligible,Construction Easement,No,NA,2026-03-17T02:42:00Z,Bostancı
5702-12153,satilik,Kadıköy,Kozyatağı,15250000,125,90,122000,3,1,4,3,NA,8,16,NA,NA,Combi Boiler,NA,1,Unfurnished,Vacant,FALSE,NA,NA,"South, East",Eligible,Condominium Title,No,NA,2026-03-17T02:42:16Z,Kozyatağı
7628-4148,satilik,Kadıköy,Kozyatağı,13900000,102,77,136274.50980392157,2,1,3,7,NA,10,0,Reinforced Concrete,New,Combi Boiler,Natural Gas,1,Unfurnished,Vacant,FALSE,NA,NA,"South, West",Eligible,Construction Easement,No,NA,2026-03-17T02:42:26Z,Kozyatağı
149020-278,satilik,Kadıköy,Kozyatağı,9950000,69,54,144202.89855072464,2,1,3,0,Raised Ground,7,0,Reinforced Concrete,New,Combi Boiler,Natural Gas,1,Unfurnished,NA,FALSE,NA,NA,"North, South, East, West",Not Eligible,Condominium Title,No,NA,2026-03-17T02:42:35Z,Kozyatağı
132489-1153,satilik,Kadıköy,Göztepe,30950000,220,175,140681.81818181818,4,1,5,6,NA,7,11,NA,NA,Combi Boiler,NA,2,Unfurnished,Vacant,FALSE,NA,NA,"North, South, East, West",Eligible,Condominium Title,No,NA,2026-03-17T02:42:45Z,Göztepe
35882-19210,satilik,Kadıköy,Erenköy,21000000,135,100,155555.55555555556,3,1,4,9,NA,10,6,NA,NA,Combi Boiler,NA,1,Unfurnished,Tenant-occupied,FALSE,NA,NA,"South, West",Eligible,Condominium Title,No,NA,2026-03-17T02:42:53Z,Erenköy
79202-1302,satilik,Kadıköy,Merdivenköy,13500000,95,75,142105.26315789475,2,1,3,8,NA,10,0,NA,New,Combi Boiler,Natural Gas,2,Unfurnished,Vacant,FALSE,NA,NA,"North, East",Eligible,Construction Easement,No,NA,2026-03-17T02:43:03Z,Merdivenköy
10399-1465,satilik,Kadıköy,Erenköy,30950000,155,125,199677.4193548387,3,1,4,6,NA,7,11,NA,NA,Underfloor Heating,NA,2,Unfurnished,Vacant,TRUE,Nesiller Sitesi,NA,"North, South, West",Eligible,Condominium Title,No,NA,2026-03-17T02:43:13Z,Erenköy
45254-4088,satilik,Kadıköy,Kozyatağı,11250000,90,75,125000,2,1,3,2,NA,8,17,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,2,Furnished,Vacant,TRUE,NA,2000,"South, East, West",Eligible,Condominium Title,No,NA,2026-03-17T02:43:20Z,Kozyatağı
5364-184617,satilik,Kadıköy,Fenerbahçe,39500000,230,180,171739.13043478262,5,1,6,7,NA,7,5,NA,NA,Combi Boiler,NA,3,Unfurnished,Vacant,FALSE,NA,NA,"East, West",Eligible,Condominium Title,No,NA,2026-03-17T02:43:29Z,Fenerbahçe
5187-1897,satilik,Kadıköy,Fenerbahçe,32500000,220,180,147727.27272727274,4,1,5,3,NA,9,26,NA,NA,Central,NA,2,Unfurnished,Owner-occupied,FALSE,NA,NA,"South, East",Eligible,Construction Easement,No,NA,2026-03-17T02:43:38Z,Fenerbahçe
76857-1907,satilik,Kadıköy,Erenköy,21950000,110,80,199545.45454545456,2,1,3,4,NA,11,10,Reinforced Concrete,Second-hand,Central (Metered),Natural Gas,2,Unfurnished,Vacant,FALSE,NA,NA,"North, West",Eligible,Condominium Title,No,NA,2026-03-17T02:43:49Z,Erenköy
163636-8,satilik,Kadıköy,Erenköy,21950000,110,80,199545.45454545456,2,1,3,4,NA,12,1,NA,NA,Central (Metered),NA,1,Unfurnished,Vacant,TRUE,NA,5500,NA,Eligible,Condominium Title,No,NA,2026-03-17T02:44:00Z,Erenköy
42096-5631,satilik,Kadıköy,Caddebostan,19650000,100,80,196500,2,1,3,6,NA,9,9,Reinforced Concrete,Second-hand,Central (Metered),Natural Gas,1,Unfurnished,Vacant,FALSE,NA,NA,"North, East, West",Eligible,Condominium Title,No,NA,2026-03-17T02:44:17Z,Caddebostan
139746-601,satilik,Kadıköy,Suadiye,19950000,130,95,153461.53846153847,3,1,4,6,NA,10,7,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,2,Unfurnished,Vacant,FALSE,NA,NA,"North, South, East, West",Eligible,Condominium Title,Yes,NA,2026-03-17T02:44:25Z,Suadiye
135253-771,satilik,Kadıköy,Suadiye,16900000,90,80,187777.77777777778,2,1,3,1,NA,9,2,Reinforced Concrete,Second-hand,Underfloor Heating,Natural Gas,1,Unfurnished,Tenant-occupied,FALSE,NA,NA,South,Eligible,Condominium Title,No,NA,2026-03-17T02:44:34Z,Suadiye
120423-744,satilik,Kadıköy,Caferağa,17500000,90,80,194444.44444444444,2,1,3,0,Raised Ground,4,40,Reinforced Concrete,Second-hand,Central,Natural Gas,1,Unfurnished,Owner-occupied,FALSE,NA,500,"South, East",Eligible,Construction Easement,No,NA,2026-03-17T02:44:46Z,Caferağa
1006-19457,satilik,Kadıköy,Göztepe,18950000,125,95,151600,3,1,4,4,NA,11,1,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,2,Unfurnished,Tenant-occupied,FALSE,NA,NA,"South, West",Eligible,Condominium Title,No,NA,2026-03-17T02:44:54Z,Göztepe
105196-345,satilik,Kadıköy,19 Mayıs,12650000,85,70,148823.5294117647,2,1,3,4,NA,10,0,NA,NA,Combi Boiler,NA,1,Unfurnished,Vacant,FALSE,NA,500,"South, East",Eligible,Condominium Title,No,NA,2026-03-17T02:45:02Z,19 Mayıs
84209-1999,satilik,Kadıköy,Bostancı,12150000,90,74,135000,2,0,2,8,NA,7,0,Reinforced Concrete,New,Combi Boiler,Natural Gas,1,Unfurnished,Vacant,FALSE,NA,400,South,Eligible,Construction Easement,No,NA,2026-03-17T02:45:12Z,Bostancı
1077-67298,satilik,Kadıköy,Fenerbahçe,37500000,120,100,312500,3,1,4,-1,Garden Floor,9,0,Reinforced Concrete,New,Central (Metered),Natural Gas,2,Unfurnished,Vacant,FALSE,NA,NA,"South, East, West",Eligible,Construction Easement,No,NA,2026-03-17T02:45:19Z,Fenerbahçe
5089-1132,satilik,Kadıköy,Suadiye,8500000,50,40,170000,1,1,2,0,Raised Ground,8,6,NA,NA,Combi Boiler,NA,1,Unfurnished,Vacant,FALSE,NA,500,"South, East",Eligible,Condominium Title,No,NA,2026-03-17T02:45:28Z,Suadiye
13402-103060,satilik,Kadıköy,Eğitim,8900000,119,105,74789.91596638656,3,1,4,4,NA,8,35,NA,Second-hand,Central,Natural Gas,1,Unfurnished,Vacant,TRUE,NA,NA,"North, South, East",Eligible,Construction Easement,No,NA,2026-03-17T02:45:36Z,Eğitim
1049-170953,satilik,Kadıköy,Erenköy,23500000,135,100,174074.07407407407,3,1,4,8,NA,10,6,NA,NA,Combi Boiler,NA,2,Unfurnished,Owner-occupied,FALSE,NA,NA,NA,Eligible,Condominium Title,No,NA,2026-03-17T02:45:53Z,Erenköy
27431-11609,satilik,Kadıköy,Zühtüpaşa,12500000,115,95,108695.65217391304,3,1,4,2,NA,11,40,Reinforced Concrete,Second-hand,Central,Natural Gas,1,Unfurnished,Vacant,FALSE,NA,4500,"South, East, West",Eligible,Construction Easement,No,NA,2026-03-17T02:46:01Z,Zühtüpaşa
92946-1778,satilik,Kadıköy,Göztepe,16950000,95,75,178421.05263157896,2,1,3,11,NA,14,6,NA,NA,Central (Metered),NA,2,Unfurnished,Vacant,TRUE,NA,NA,"South, East",Eligible,Condominium Title,No,NA,2026-03-17T02:46:20Z,Göztepe
71032-3682,satilik,Kadıköy,Kozyatağı,12950000,85,63,152352.9411764706,2,1,3,13,NA,14,2,NA,NA,Central (Metered),NA,1,Unfurnished,Owner-occupied,FALSE,NA,NA,"North, South, East",Eligible,Condominium Title,No,NA,2026-03-17T02:46:28Z,Kozyatağı
76986-81,satilik,Kadıköy,Bostancı,14890000,120,100,124083.33333333333,3,1,4,10,NA,10,6,NA,NA,Combi Boiler,NA,1,Unfurnished,Tenant-occupied,FALSE,NA,NA,"South, West",Eligible,Condominium Title,No,NA,2026-03-17T02:46:37Z,Bostancı
58790-393,satilik,Kadıköy,Bostancı,6100000,55,50,110909.09090909091,1,1,2,1,NA,4,2,NA,NA,Combi Boiler,NA,1,Unfurnished,Vacant,FALSE,NA,500,South,Eligible,Condominium Title,No,NA,2026-03-17T02:46:47Z,Bostancı
142510-687,satilik,Kadıköy,Suadiye,22500000,100,80,225000,2,1,3,5,NA,14,2,NA,NA,Central (Metered),NA,2,Unfurnished,Vacant,FALSE,NA,NA,"South, East, West",Eligible,Condominium Title,No,NA,2026-03-17T02:46:55Z,Suadiye
14946-14364,satilik,Kadıköy,Merdivenköy,12650000,85,65,148823.5294117647,2,1,3,5,NA,7,4,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,NA,Unfurnished,Vacant,FALSE,NA,1800,South,Eligible,Condominium Title,No,NA,2026-03-17T02:47:16Z,Merdivenköy
162184-48,satilik,Kadıköy,Göztepe,19650000,100,80,196500,2,1,3,8,NA,15,10,Reinforced Concrete,Second-hand,Central (Metered),Natural Gas,2,Unfurnished,Vacant,FALSE,NA,NA,"South, East, West",Eligible,Condominium Title,No,NA,2026-03-17T02:47:24Z,Göztepe
130054-864,satilik,Kadıköy,Fenerbahçe,39000000,135,110,288888.8888888889,3,1,4,9,NA,10,0,Reinforced Concrete,New,Combi Boiler,Natural Gas,2,Unfurnished,Vacant,FALSE,NA,NA,"South, East, West",Eligible,Condominium Title,No,NA,2026-03-17T02:47:41Z,Fenerbahçe
159184-29,satilik,Kadıköy,Suadiye,17900000,160,140,111875,3,1,4,5,NA,8,26,NA,NA,Combi Boiler,NA,2,Unfurnished,Vacant,FALSE,NA,NA,South,Eligible,Construction Easement,No,NA,2026-03-17T02:47:51Z,Suadiye
32083-6764,satilik,Kadıköy,Bostancı,18000000,130,100,138461.53846153847,3,1,4,14,NA,14,0,NA,NA,Central (Metered),NA,3,Unfurnished,Vacant,FALSE,NA,NA,NA,Eligible,Construction Easement,No,NA,2026-03-17T02:47:59Z,Bostancı
123349-186,satilik,Kadıköy,Osmanağa,15900000,104,76,152884.61538461538,2,1,3,0,Raised Ground,6,1,Reinforced Concrete,New,Combi Boiler,Natural Gas,1,Unfurnished,Vacant,FALSE,NA,150,"South, East",Eligible,Condominium Title,No,NA,2026-03-17T02:48:08Z,Osmanağa
13123-4434,satilik,Kadıköy,Kozyatağı,14450000,95,70,152105.26315789475,2,1,3,9,NA,14,2,Reinforced Concrete,Second-hand,Central (Metered),Natural Gas,1,Unfurnished,Owner-occupied,FALSE,NA,NA,"North, East, West",Eligible,Condominium Title,No,NA,2026-03-17T02:48:17Z,Kozyatağı
4675-17283,satilik,Kadıköy,Erenköy,20750000,125,90,166000,3,1,4,2,NA,14,6,NA,NA,Central (Metered),NA,1,Unfurnished,Tenant-occupied,FALSE,NA,NA,South,Eligible,Construction Easement,No,NA,2026-03-17T02:48:27Z,Erenköy
151999-177,satilik,Kadıköy,Erenköy,13490000,85,67,158705.88235294117,2,1,3,4,NA,8,0,Reinforced Concrete,New,Combi Boiler,Natural Gas,1,Unfurnished,Vacant,FALSE,NA,NA,"North, South",Eligible,Condominium Title,No,NA,2026-03-17T02:48:36Z,Erenköy
1630-2302,satilik,Kadıköy,Erenköy,17450000,105,75,166190.47619047618,3,1,4,2,NA,8,6,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,1,Unfurnished,Vacant,FALSE,NA,NA,"North, South, West",Eligible,Condominium Title,No,NA,2026-03-17T02:48:46Z,Erenköy
38568-9093,satilik,Kadıköy,Eğitim,3145000,90,85,34944.444444444445,2,1,3,4,NA,4,48,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,1,Unfurnished,Vacant,FALSE,NA,250,"South, East",Not Eligible,Land Title,No,NA,2026-03-17T02:48:55Z,Eğitim
139396-55,satilik,Kadıköy,Kozyatağı,17000000,105,83,161904.7619047619,3,1,4,4,NA,11,0,NA,NA,Combi Boiler,NA,1,Unfurnished,Vacant,FALSE,NA,1,"South, East, West",Not Eligible,Land Title,No,NA,2026-03-17T02:49:04Z,Kozyatağı
7417-6128,satilik,Kadıköy,19 Mayıs,12400000,110,93,112727.27272727272,2,1,3,5,NA,6,17,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,1,Unfurnished,Tenant-occupied,FALSE,NA,NA,South,Eligible,Construction Easement,No,NA,2026-03-17T02:49:13Z,19 Mayıs
129350-1327,satilik,Kadıköy,Osmanağa,8800000,100,80,88000,1,1,2,1,NA,4,35,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,1,Furnished,Vacant,FALSE,NA,NA,"North, South",Eligible,Condominium Title,No,NA,2026-03-17T02:49:25Z,Osmanağa
6030-791,satilik,Kadıköy,Suadiye,22750000,137,103,166058.39416058394,3,1,4,5,NA,9,6,NA,NA,Combi Boiler,NA,2,Unfurnished,Vacant,FALSE,NA,NA,"North, South, West",Eligible,Condominium Title,No,NA,2026-03-17T02:49:33Z,Suadiye
22784-6161,satilik,Kadıköy,Bostancı,14500000,90,70,161111.11111111112,2,1,3,10,NA,14,0,Reinforced Concrete,New,Central (Metered),Natural Gas,1,Unfurnished,Vacant,FALSE,NA,NA,"North, West",Eligible,Construction Easement,Yes,NA,2026-03-17T02:49:43Z,Bostancı
1004-1050,satilik,Kadıköy,Göztepe,24500000,133,98,184210.52631578947,3,1,4,9,NA,11,0,Reinforced Concrete,New,Combi Boiler,Natural Gas,2,Unfurnished,Vacant,FALSE,NA,NA,"South, East",Eligible,Condominium Title,No,NA,2026-03-17T02:49:52Z,Göztepe
77553-917,satilik,Kadıköy,Merdivenköy,7300000,125,100,58400,3,1,4,1,NA,5,35,Reinforced Concrete,Second-hand,Central,Natural Gas,1,Unfurnished,Tenant-occupied,FALSE,NA,250,South,Eligible,Construction Easement,No,NA,2026-03-17T02:50:00Z,Merdivenköy
7553-17105,satilik,Kadıköy,Sahrayı Cedit,14950000,100,75,149500,2,1,3,9,NA,10,0,Reinforced Concrete,New,Combi Boiler,Natural Gas,2,Unfurnished,Vacant,FALSE,NA,NA,"South, East",Eligible,Construction Easement,No,NA,2026-03-17T02:50:09Z,Sahrayı Cedit
145390-916,satilik,Kadıköy,Erenköy,26750000,170,140,157352.9411764706,4,1,5,1,NA,14,6,Reinforced Concrete,Second-hand,Central (Metered),Natural Gas,2,Unfurnished,Vacant,FALSE,NA,NA,South,Eligible,Usufruct Right,No,NA,2026-03-17T02:50:17Z,Erenköy
129494-117,satilik,Kadıköy,Suadiye,25950000,110,80,235909.0909090909,2,1,3,1,NA,13,11,Reinforced Concrete,Second-hand,Central (Metered),Natural Gas,2,Unfurnished,Vacant,FALSE,NA,NA,South,Eligible,Condominium Title,No,NA,2026-03-17T02:50:27Z,Suadiye
1003-13647,satilik,Kadıköy,Erenköy,21000000,135,100,155555.55555555556,3,1,4,6,NA,7,0,NA,NA,Combi Boiler,NA,2,Unfurnished,Vacant,FALSE,NA,NA,"South, East, West",Eligible,Condominium Title,No,NA,2026-03-17T02:50:35Z,Erenköy
122463-2285,satilik,Kadıköy,Suadiye,27000000,145,107,186206.89655172414,3,1,4,10,NA,12,0,NA,NA,Combi Boiler,NA,2,Unfurnished,Vacant,FALSE,NA,NA,South,Eligible,Condominium Title,No,NA,2026-03-17T02:50:44Z,Suadiye
153791-310,satilik,Kadıköy,Erenköy,27000000,138,108,195652.1739130435,3,1,4,1,NA,8,0,NA,NA,Underfloor Heating,NA,2,Unfurnished,Vacant,FALSE,NA,NA,"North, East, West",Eligible,Construction Easement,No,NA,2026-03-17T02:50:55Z,Erenköy
5702-12149,satilik,Kadıköy,Suadiye,19900000,137,101,145255.47445255474,3,1,4,2,NA,17,6,NA,NA,Central (Metered),NA,2,Unfurnished,Owner-occupied,FALSE,NA,NA,"North, South, East",Eligible,Condominium Title,No,NA,2026-03-17T02:51:05Z,Suadiye
149020-276,satilik,Kadıköy,Erenköy,29750000,150,115,198333.33333333334,3,1,4,6,NA,6,1,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,2,Unfurnished,Vacant,FALSE,NA,NA,"North, South, East",Not Eligible,Condominium Title,No,NA,2026-03-17T02:51:14Z,Erenköy
132489-1151,satilik,Kadıköy,Erenköy,22950000,125,90,183600,3,1,4,6,NA,7,0,NA,NA,Underfloor Heating,NA,2,Unfurnished,Vacant,FALSE,NA,NA,"North, South, East, West",Eligible,Condominium Title,No,NA,2026-03-17T02:51:22Z,Erenköy
1829-4379,satilik,Kadıköy,Göztepe,16950000,100,75,169500,2,1,3,11,NA,15,6,NA,NA,Central (Metered),NA,1,Unfurnished,Vacant,FALSE,NA,NA,NA,Not Eligible,Condominium Title,No,NA,2026-03-17T02:51:31Z,Göztepe
10399-1459,satilik,Kadıköy,Göztepe,22000000,125,95,176000,3,1,4,9,NA,11,0,NA,NA,Central (Metered),NA,2,Unfurnished,Vacant,FALSE,NA,NA,"North, South, East, West",Eligible,Condominium Title,No,NA,2026-03-17T02:51:39Z,Göztepe
3433-10151,satilik,Kadıköy,Kozyatağı,11250000,90,74,125000,2,1,3,2,NA,9,16,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,2,Unfurnished,Tenant-occupied,FALSE,NA,NA,South,Eligible,Condominium Title,No,NA,2026-03-17T02:51:48Z,Kozyatağı
2908-9460,satilik,Kadıköy,Kozyatağı,11250000,75,54,150000,1,1,2,5,NA,22,16,Reinforced Concrete,Second-hand,Central,Natural Gas,1,Unfurnished,Tenant-occupied,TRUE,Baytur Kozyatağı Konutları Sitesi,NA,"North, East, West",Eligible,Condominium Title,No,NA,2026-03-17T02:51:55Z,Kozyatağı
138068-1026,satilik,Kadıköy,Suadiye,14650000,75,55,195333.33333333334,2,1,3,5,NA,7,0,Reinforced Concrete,New,Combi Boiler,Natural Gas,NA,Unfurnished,Vacant,FALSE,NA,NA,South,Eligible,Condominium Title,No,NA,2026-03-17T02:52:05Z,Suadiye
135253-767,satilik,Kadıköy,Caddebostan,26750000,125,97,214000,3,1,4,8,NA,13,10,Reinforced Concrete,Second-hand,Central (Metered),Natural Gas,2,Unfurnished,Vacant,FALSE,NA,NA,South,Eligible,Condominium Title,No,NA,2026-03-17T02:52:13Z,Caddebostan
139746-591,satilik,Kadıköy,Kozyatağı,21950000,126,95,174206.3492063492,3,1,4,11,NA,13,7,Reinforced Concrete,Second-hand,Central (Metered),Natural Gas,2,Unfurnished,NA,FALSE,NA,2500,"North, South, East",Eligible,Condominium Title,No,NA,2026-03-17T02:52:21Z,Kozyatağı
13135-3002,satilik,Kadıköy,Fenerbahçe,39000000,145,110,268965.5172413793,3,1,4,9,NA,10,0,NA,NA,Combi Boiler,NA,2,Unfurnished,Vacant,FALSE,NA,NA,"South, West",Eligible,Construction Easement,No,NA,2026-03-17T02:52:30Z,Fenerbahçe
87449-3853,satilik,Kadıköy,Feneryolu,17500000,100,85,175000,3,1,4,3,NA,9,0,NA,New,Combi Boiler,NA,2,NA,Vacant,FALSE,NA,NA,"North, East, West",Eligible,Construction Easement,NA,NA,2026-03-17T02:52:39Z,Feneryolu
1011-13168,satilik,Kadıköy,Dumlupınar,15000000,133,84,112781.95488721805,3,1,4,2,NA,14,0,NA,NA,Central (Metered),NA,2,Unfurnished,Vacant,TRUE,Yeni Fikirtepe Konutları,NA,West,Not Eligible,No Title Deed,No,NA,2026-03-17T02:52:47Z,Dumlupınar
42096-5581,satilik,Kadıköy,Suadiye,28950000,130,100,222692.3076923077,3,1,4,12,NA,13,6,Reinforced Concrete,Second-hand,Central (Metered),Natural Gas,2,Unfurnished,Vacant,FALSE,NA,NA,"South, East",Eligible,Condominium Title,No,NA,2026-03-17T02:52:56Z,Suadiye
1006-19456,satilik,Kadıköy,Göztepe,29950000,160,130,187187.5,3,1,4,9,NA,12,10,Reinforced Concrete,Second-hand,Central (Metered),Natural Gas,2,Unfurnished,Vacant,FALSE,NA,NA,"South, East, West",Eligible,Condominium Title,No,NA,2026-03-17T02:53:04Z,Göztepe
23826-4747,satilik,Kadıköy,Fenerbahçe,37500000,155,120,241935.48387096773,3,1,4,7,NA,9,7,Reinforced Concrete,NA,Combi Boiler,Natural Gas,2,Unfurnished,Vacant,FALSE,NA,3250,South,Eligible,Condominium Title,No,NA,2026-03-17T02:53:13Z,Fenerbahçe
34722-6731,satilik,Kadıköy,Sahrayı Cedit,15000000,130,115,115384.61538461539,3,1,4,1,NA,6,19,NA,Second-hand,Combi Boiler,NA,2,NA,Vacant,FALSE,NA,NA,"South, East, West",Eligible,Construction Easement,No,NA,2026-03-17T02:53:21Z,Sahrayı Cedit
35882-19267,satilik,Kadıköy,Feneryolu,19000000,125,90,152000,3,1,4,3,NA,9,0,NA,NA,Combi Boiler,NA,1,Unfurnished,Vacant,FALSE,NA,NA,"North, South, East",Eligible,Construction Easement,No,NA,2026-03-17T02:53:29Z,Feneryolu
5364-184646,satilik,Kadıköy,Suadiye,21000000,120,91,175000,3,1,4,1,NA,13,0,NA,NA,Underfloor Heating,NA,1,Unfurnished,Vacant,FALSE,NA,NA,"South, East",Eligible,Condominium Title,No,NA,2026-03-17T02:53:38Z,Suadiye
7425-2755,satilik,Kadıköy,Suadiye,25950000,100,80,259500,2,1,3,1,NA,13,12,Reinforced Concrete,Second-hand,Central (Metered),Natural Gas,1,Unfurnished,Vacant,FALSE,NA,NA,"South, West",Eligible,Condominium Title,No,NA,2026-03-17T02:53:56Z,Suadiye
29305-11627,satilik,Kadıköy,Suadiye,31000000,175,146,177142.85714285713,4,1,5,5,NA,15,13,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,3,Unfurnished,Tenant-occupied,FALSE,NA,NA,"South, East, West",Eligible,Condominium Title,No,NA,2026-03-17T02:54:05Z,Suadiye
1005-4194,satilik,Kadıköy,Caddebostan,31000000,200,150,155000,4,1,5,1,NA,8,0,NA,NA,Combi Boiler,NA,3,Unfurnished,Vacant,FALSE,NA,NA,"South, East",Eligible,Construction Easement,No,NA,2026-03-17T02:54:14Z,Caddebostan
92946-1777,satilik,Kadıköy,Erenköy,20750000,125,95,166000,3,1,4,2,NA,14,6,NA,NA,Central (Metered),NA,1,Unfurnished,Tenant-occupied,FALSE,NA,NA,"South, West",Eligible,Construction Easement,No,NA,2026-03-17T02:54:37Z,Erenköy
71032-3681,satilik,Kadıköy,Kozyatağı,16250000,125,95,130000,3,1,4,1,NA,8,6,NA,NA,Combi Boiler,NA,2,Unfurnished,Vacant,FALSE,NA,NA,"South, East, West",Eligible,Condominium Title,No,NA,2026-03-17T02:54:56Z,Kozyatağı
76986-78,satilik,Kadıköy,Göztepe,26500000,130,95,203846.15384615384,3,1,4,1,NA,13,6,NA,NA,Combi Boiler,NA,2,Unfurnished,Vacant,FALSE,NA,NA,"South, East, West",Eligible,Condominium Title,No,NA,2026-03-17T02:55:07Z,Göztepe
1100-13136,satilik,Kadıköy,Suadiye,15950000,95,72,167894.73684210525,2,1,3,3,NA,9,0,Reinforced Concrete,New,Combi Boiler,Natural Gas,1,Unfurnished,Vacant,FALSE,NA,NA,NA,Eligible,Construction Easement,No,NA,2026-03-17T02:55:16Z,Suadiye
142510-684,satilik,Kadıköy,Erenköy,20950000,140,110,149642.85714285713,3,1,4,2,NA,13,6,NA,NA,Central (Metered),NA,2,Unfurnished,Vacant,FALSE,NA,NA,"East, West",Eligible,Condominium Title,No,NA,2026-03-17T02:55:26Z,Erenköy
23474-34366,satilik,Kadıköy,Merdivenköy,14500000,142,105,102112.67605633802,3,1,4,8,NA,13,6,NA,NA,Central (Metered),NA,2,Unfurnished,Tenant-occupied,FALSE,NA,NA,"North, East",Eligible,Condominium Title,No,NA,2026-03-17T02:55:35Z,Merdivenköy
