listing_id,listing_type,district,neighbourhood,price,GrossSquareMeters,NetSquareMeters,price_per_m2,rooms,halls,total_rooms,floor,floor_category,total_floors,building_age,building_type,building_condition,heating_type,fuel_type,bathroom_count,furnished,usage_status,is_in_complex,complex_name,maintenance_fee,orientation,credit_eligible,deed_status,exchange,last_updated,scraped_at
162634-274,satilik,Pendik,Ahmet Yesevi,5325000,90.0,85.0,59166.666666666664,2,1,3,8.0,,8.0,5,,,Combi Boiler,,1.0,Unfurnished,Vacant,False,,300.0,"South, West",Eligible,Construction Easement,No,,2026-03-17 14:06:05
166297-13,satilik,Pendik,Doğu,19900000,240.0,190.0,82916.66666666667,4,2,6,7.0,,7.0,0,,,Central (Metered),,3.0,Unfurnished,Vacant,True,,6500.0,South,Not Eligible,Condominium Title,No,,2026-03-17 14:06:13
148896-82,satilik,Pendik,Güzelyalı,3200000,80.0,75.0,40000.0,2,1,3,0.0,Raised Ground,5.0,21,,,Combi Boiler,,2.0,Unfurnished,Vacant,False,,,,Not Eligible,Land Title,Yes,,2026-03-17 14:06:22
164465-138,satilik,Pendik,Fevzi Çakmak,7350000,105.0,85.0,70000.0,3,1,4,7.0,,7.0,0,,,Underfloor Heating,,1.0,Unfurnished,Vacant,False,,,,Eligible,Condominium Title,No,,2026-03-17 14:06:31
163983-513,satilik,Pendik,Velibaba,5085000,110.0,95.0,46227.27272727273,2,1,3,4.0,,4.0,11,,,Combi Boiler,,1.0,Unfurnished,Tenant-occupied,True,Sağlık Sen Sitesi,,"South, East",Eligible,Condominium Title,No,,2026-03-17 14:06:39
153791-339,satilik,Pendik,Ahmet Yesevi,8500000,220.0,185.0,38636.36363636364,5,2,7,5.0,,5.0,16,,,Combi Boiler,,2.0,Unfurnished,Vacant,False,,,North,Eligible,Condominium Title,No,,2026-03-17 14:06:48
128533-33,satilik,Pendik,Velibaba,6500000,95.0,63.0,68421.05263157895,2,1,3,1.0,,9.0,0,,,Underfloor Heating,,1.0,Unfurnished,Vacant,False,,,"South, East",Eligible,Construction Easement,No,,2026-03-17 14:06:56
165243-7,satilik,Pendik,Güzelyalı,7450000,145.0,125.0,51379.31034482759,3,1,4,3.0,,3.0,11,,,Combi Boiler,,2.0,Unfurnished,Owner-occupied,False,,250.0,South,Eligible,Construction Easement,No,,2026-03-17 14:07:05
6863-756,satilik,Pendik,Doğu,4650000,130.0,110.0,35769.230769230766,3,1,4,3.0,,4.0,31,,,Combi Boiler,,1.0,Unfurnished,Owner-occupied,False,,,East,Eligible,Construction Easement,No,,2026-03-17 14:07:13
32674-4240,satilik,Pendik,Esenyalı,4800000,100.0,80.0,48000.0,2,1,3,,Mid Floor,4.0,17,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,1.0,Unfurnished,Owner-occupied,False,,,South,Eligible,Construction Easement,No,,2026-03-17 14:07:31
65382-121,satilik,Pendik,Kaynarca,2200000,100.0,90.0,22000.0,3,1,4,,Top Floor,4.0,22,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,1.0,Unfurnished,Tenant-occupied,False,,15.0,"South, East",Not Eligible,Land Title,Yes,,2026-03-17 14:07:39
158114-380,satilik,Pendik,Çınardere,8550000,260.0,220.0,32884.61538461538,5,2,7,4.0,,5.0,16,,,Combi Boiler,,2.0,Unfurnished,Vacant,False,,,,Eligible,Condominium Title,Yes,,2026-03-17 14:07:48
162634-247,satilik,Pendik,Sapan Bağları,6500000,80.0,75.0,81250.0,3,1,4,5.0,,6.0,0,,,Combi Boiler,,1.0,Unfurnished,Vacant,False,,,"South, East, West",Eligible,Condominium Title,No,,2026-03-17 14:07:57
166297-5,satilik,Pendik,Doğu,17850000,147.0,100.0,121428.57142857143,3,1,4,5.0,,7.0,0,,,Underfloor Heating,,2.0,Unfurnished,Vacant,True,,,East,Eligible,Condominium Title,Yes,,2026-03-17 14:08:06
107582-4218,satilik,Pendik,Yenişehir,14925000,260.0,235.0,57403.846153846156,4,2,6,9.0,,9.0,13,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,3.0,Unfurnished,Tenant-occupied,True,,4200.0,"North, South",Eligible,Condominium Title,No,,2026-03-17 14:08:23
0-46198130,satilik,Pendik,Kurtköy,8850000,80.0,70.0,110625.0,2,1,3,6.0,,9.0,15,Reinforced Concrete,Second-hand,Central (Metered),Natural Gas,1.0,Unfurnished,Owner-occupied,True,Kentplus,5000.0,South,Eligible,Condominium Title,Yes,,2026-03-17 14:08:32
164465-133,satilik,Pendik,Sapan Bağları,10950000,110.0,90.0,99545.45454545454,3,1,4,6.0,,8.0,0,,,Underfloor Heating,,2.0,Unfurnished,Vacant,False,,,,Eligible,Condominium Title,No,,2026-03-17 14:08:40
161261-334,satilik,Pendik,Şeyhli,6500000,115.0,90.0,56521.739130434784,3,1,4,5.0,,5.0,11,,,Combi Boiler,,1.0,Unfurnished,Owner-occupied,False,,500.0,"South, West",Eligible,Condominium Title,No,,2026-03-17 14:08:48
164226-1,satilik,Pendik,Esenler,6250000,92.0,72.0,67934.78260869565,2,1,3,5.0,,10.0,0,,,Combi Boiler,,2.0,Unfurnished,Vacant,True,,,West,Eligible,Condominium Title,No,,2026-03-17 14:08:56
128331-59,satilik,Pendik,Kaynarca,4950000,135.0,120.0,36666.666666666664,3,1,4,,Top Floor,6.0,20,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,1.0,Unfurnished,Owner-occupied,False,,100.0,South,Not Eligible,No Title Deed,No,,2026-03-17 14:09:05
6863-754,satilik,Pendik,Doğu,4650000,130.0,110.0,35769.230769230766,3,1,4,3.0,,4.0,31,,,Combi Boiler,,1.0,Unfurnished,Owner-occupied,False,,,East,Eligible,Condominium Title,No,,2026-03-17 14:09:17
158114-375,satilik,Pendik,Çınardere,11350000,130.0,90.0,87307.69230769231,3,1,4,0.0,Entrance Floor,8.0,1,,,Central (Metered),,2.0,Unfurnished,Tenant-occupied,True,Siltaş Panorama,,"South, West",Eligible,Condominium Title,Yes,,2026-03-17 14:09:45
166297-3,satilik,Pendik,Doğu,10940000,115.0,80.0,95130.43478260869,2,1,3,3.0,,7.0,0,,,Underfloor Heating,,2.0,Unfurnished,Vacant,True,,,South,Eligible,Condominium Title,Yes,,2026-03-17 14:09:55
5630-6334,satilik,Pendik,Yeşilbağlar,5100000,90.0,70.0,56666.666666666664,2,1,3,5.0,,5.0,3,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,1.0,Unfurnished,Vacant,False,,,East,Eligible,Construction Easement,No,,2026-03-17 14:10:04
161261-333,satilik,Pendik,Yenişehir,4725000,95.0,65.0,49736.84210526316,2,1,3,1.0,,8.0,21,,,Combi Boiler,,1.0,Unfurnished,Owner-occupied,True,Menekşe Sitesi,1300.0,"South, East",Eligible,Condominium Title,No,,2026-03-17 14:10:19
133645-65,satilik,Pendik,Yeni,6650000,79.0,65.0,84177.21518987342,2,1,3,13.0,,17.0,11,,,Central (Metered),,1.0,Furnished,Tenant-occupied,True,Statü Park Pendik,5130.0,"North, East",Eligible,Condominium Title,No,,2026-03-17 14:10:30
165647-14,satilik,Pendik,Dumlupınar,7500000,83.0,75.0,90361.44578313253,2,1,3,3.0,,4.0,0,,,Central (Metered),,1.0,Unfurnished,Vacant,True,,,South,Not Eligible,Cooperative Share,No,,2026-03-17 14:10:37
2137-28423,satilik,Pendik,Yenişehir,7400000,112.0,75.0,66071.42857142857,2,1,3,8.0,,9.0,10,Reinforced Concrete,Second-hand,Central (Metered),Natural Gas,1.0,Unfurnished,Tenant-occupied,False,,5200.0,East,Eligible,Condominium Title,No,,2026-03-17 14:10:47
3676-7170,satilik,Pendik,Kurtköy,4800000,100.0,85.0,48000.0,2,1,3,4.0,,7.0,10,Reinforced Concrete,Second-hand,Central (Metered),Natural Gas,1.0,Unfurnished,Tenant-occupied,True,By Vista Kurtköy Sitesi,3000.0,"South, West",Eligible,Condominium Title,No,,2026-03-17 14:10:55
42003-7211,satilik,Pendik,Dumlupınar,6649000,155.0,92.0,42896.77419354839,2,1,3,4.0,,10.0,2,,Second-hand,Central (Metered),,2.0,Unfurnished,Vacant,False,,6550.0,South,Eligible,Condominium Title,,,2026-03-17 14:11:03
165647-12,satilik,Pendik,Dumlupınar,8150000,83.0,75.0,98192.77108433735,2,1,3,4.0,,4.0,0,,,Central (Metered),,1.0,Unfurnished,Vacant,True,,,South,Not Eligible,Cooperative Share,No,,2026-03-17 14:11:10
129044-149,satilik,Pendik,Orhangazi,4650000,190.0,150.0,24473.684210526317,3,2,5,3.0,,3.0,10,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,2.0,Unfurnished,Owner-occupied,False,,200.0,"North, South, East",Eligible,Construction Easement,Yes,,2026-03-17 14:11:19
0-46116425,satilik,Pendik,Çınardere,7250000,105.0,80.0,69047.61904761905,2,1,3,5.0,,13.0,5,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,1.0,Unfurnished,Tenant-occupied,True,İstanbul wiev,,South,Eligible,Condominium Title,No,,2026-03-17 14:11:28
166336-3,satilik,Pendik,Harmandere,7780000,105.0,85.0,74095.23809523809,2,1,3,6.0,,9.0,11,,,Central (Metered),,1.0,Unfurnished,Tenant-occupied,True,Atlas Park Deluxe Residence,13500.0,,Eligible,Condominium Title,No,,2026-03-17 14:11:37
159593-111,satilik,Pendik,Yayalar,7950000,150.0,140.0,53000.0,2,2,4,3.0,,4.0,11,,,Combi Boiler,,2.0,Unfurnished,Tenant-occupied,True,Meranis Park,2000.0,South,Eligible,Condominium Title,No,,2026-03-17 14:11:47
164158-80,satilik,Pendik,Kurtköy,4650000,90.0,80.0,51666.666666666664,2,1,3,2.0,,5.0,11,,,Combi Boiler,,1.0,Unfurnished,Vacant,False,,,"North, South, East, West",Eligible,Condominium Title,Yes,,2026-03-17 14:11:56
166265-1,satilik,Pendik,Ahmet Yesevi,8300000,153.0,106.0,54248.36601307189,3,1,4,9.0,,9.0,1,,,Central (Metered),,2.0,Unfurnished,Vacant,True,,,"South, East, West",Eligible,Construction Easement,No,,2026-03-17 14:12:05
1003-13627,satilik,Pendik,Yeni,6950000,140.0,120.0,49642.857142857145,3,1,4,0.0,Raised Ground,5.0,13,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,1.0,Unfurnished,Owner-occupied,False,,,"North, South, East, West",Eligible,Construction Easement,No,,2026-03-17 14:12:14
76198-1759,satilik,Pendik,Yayalar,12500000,170.0,155.0,73529.41176470589,3,1,4,1.0,,4.0,11,,,Combi Boiler,,2.0,Unfurnished,Owner-occupied,True,Franco Vadi Evleri,2800.0,"South, West",Eligible,Condominium Title,No,,2026-03-17 14:12:24
135338-25,satilik,Pendik,Velibaba,5700000,100.0,90.0,57000.0,3,1,4,2.0,,10.0,6,,,Combi Boiler,,1.0,Unfurnished,Tenant-occupied,False,,600.0,"North, South, West",Eligible,Condominium Title,No,,2026-03-17 14:12:33
165999-9,satilik,Pendik,Sülüntepe,6240000,100.0,72.0,62400.0,2,1,3,6.0,,8.0,3,,,Combi Boiler,,1.0,Unfurnished,Vacant,True,Omega Vitrin,,"South, East",Eligible,Condominium Title,No,,2026-03-17 14:12:43
151024-74,satilik,Pendik,Kurtköy,5945000,95.0,75.0,62578.94736842105,2,1,3,1.0,,6.0,11,,,Combi Boiler,,1.0,Unfurnished,Owner-occupied,True,Optimum Suites,2500.0,"North, East, West",Eligible,Condominium Title,No,,2026-03-17 14:12:51
156328-274,satilik,Pendik,Kavakpınar,4750000,85.0,75.0,55882.35294117647,2,1,3,2.0,,9.0,0,Reinforced Concrete,New,Combi Boiler,Natural Gas,1.0,,Vacant,False,,,"North, South, East",Eligible,Construction Easement,,,2026-03-17 14:13:01
164664-24,satilik,Pendik,Yeşilbağlar,8499000,92.0,79.0,92380.43478260869,3,1,4,0.0,Raised Ground,6.0,3,,,Combi Boiler,,1.0,Furnished,Owner-occupied,False,,550.0,South,Eligible,Condominium Title,No,,2026-03-17 14:13:10
165668-13,satilik,Pendik,Yeni,17250000,200.0,160.0,86250.0,5,2,7,8.0,,8.0,0,,,Underfloor Heating,,4.0,Unfurnished,Vacant,True,Yonca Sitesi,,West,Eligible,Construction Easement,No,,2026-03-17 14:13:18
124165-1087,satilik,Pendik,Harmandere,8950000,70.0,56.0,127857.14285714286,2,1,3,5.0,,7.0,3,,,Central (Metered),,1.0,Furnished,Vacant,True,Akasya Port,,West,Eligible,Condominium Title,No,,2026-03-17 14:13:27
145663-79,satilik,Pendik,Çınardere,9600000,120.0,90.0,80000.0,3,1,4,7.0,,9.0,0,,,Underfloor Heating,,1.0,Unfurnished,Vacant,True,,,"East, West",Eligible,Construction Easement,No,,2026-03-17 14:13:40
139587-966,satilik,Pendik,Kaynarca,6600000,103.0,85.0,64077.669902912625,3,1,4,1.0,,4.0,1,Reinforced Concrete,New,Combi Boiler,Natural Gas,2.0,Unfurnished,Vacant,False,,100.0,South,Eligible,Construction Easement,No,,2026-03-17 14:13:48
165118-10,satilik,Pendik,Çınardere,11500000,125.0,90.0,92000.0,3,1,4,9.0,,9.0,0,,,Underfloor Heating,,2.0,Unfurnished,Vacant,True,,4500.0,,Eligible,Construction Easement,No,,2026-03-17 14:14:00
0-45926900,satilik,Pendik,Doğu,14000000,165.0,145.0,84848.48484848485,3,1,4,1.0,,9.0,35,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,1.0,Unfurnished,Tenant-occupied,False,,,"South, East",Eligible,Construction Easement,No,,2026-03-17 14:14:09
41676-21,satilik,Pendik,Çınardere,4800000,110.0,100.0,43636.36363636364,3,1,4,3.0,,5.0,21,,,Combi Boiler,,1.0,Unfurnished,Tenant-occupied,True,Yılmaz Konutları,,"South, East, West",Eligible,Construction Easement,No,,2026-03-17 14:14:20
163652-2,satilik,Pendik,Yayalar,5250000,80.0,60.0,65625.0,1,1,2,3.0,,9.0,4,,,Combi Boiler,,1.0,Unfurnished,Vacant,True,,1600.0,South,Eligible,Condominium Title,No,,2026-03-17 14:14:30
6863-752,satilik,Pendik,Sapan Bağları,4950000,50.0,40.0,99000.0,1,1,2,0.0,Raised Ground,5.0,0,,,Combi Boiler,,1.0,Unfurnished,Vacant,False,,,,Eligible,Construction Easement,No,,2026-03-17 14:14:39
33559-5722,satilik,Pendik,Esenler,6250000,80.0,70.0,78125.0,2,1,3,1.0,,7.0,3,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,1.0,Unfurnished,Tenant-occupied,False,,,"South, West",Eligible,Condominium Title,No,,2026-03-17 14:14:50
3611-5427,satilik,Pendik,Doğu,16000000,195.0,168.0,82051.28205128205,4,2,6,4.0,,4.0,6,,,Combi Boiler,,2.0,Unfurnished,Owner-occupied,False,,700.0,"South, East, West",Eligible,Condominium Title,No,,2026-03-17 14:15:01
13135-3000,satilik,Pendik,Kavakpınar,10250000,220.0,185.0,46590.90909090909,4,2,6,10.0,,10.0,6,,,Combi Boiler,,3.0,Unfurnished,Owner-occupied,False,,,"South, West",Eligible,Condominium Title,No,,2026-03-17 14:15:10
143828-132,satilik,Pendik,Kurtköy,5250000,95.0,80.0,55263.15789473684,2,1,3,6.0,,10.0,15,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,1.0,Unfurnished,Owner-occupied,True,İBB Mesken Konutları Sitesi,,"South, East, West",Eligible,Condominium Title,,,2026-03-17 14:15:31
166191-9,satilik,Pendik,Dumlupınar,8750000,105.0,88.0,83333.33333333333,2,1,3,5.0,,9.0,4,,,Combi Boiler,,2.0,Unfurnished,Vacant,True,Panorama Pendik Sitesi,2900.0,South,Eligible,Condominium Title,Yes,,2026-03-17 14:15:41
156528-30,satilik,Pendik,Kavakpınar,3200000,80.0,72.0,40000.0,2,1,3,3.0,,3.0,21,,Second-hand,Combi Boiler,,1.0,Unfurnished,Owner-occupied,False,,100.0,"South, East",Not Eligible,Shared Title,,,2026-03-17 14:15:51
160204-91,satilik,Pendik,Kurtköy,6300000,95.0,75.0,66315.78947368421,2,1,3,3.0,,4.0,0,,,Underfloor Heating,,1.0,Unfurnished,Vacant,False,,,"North, South, East, West",Eligible,Condominium Title,No,,2026-03-17 14:16:00
159593-110,satilik,Pendik,Dumlupınar,6175000,120.0,95.0,51458.333333333336,3,1,4,2.0,,4.0,11,,,Combi Boiler,,1.0,Unfurnished,Tenant-occupied,False,,250.0,"South, West",Eligible,Condominium Title,No,,2026-03-17 14:16:08
126649-7,satilik,Pendik,Esenler,5850000,205.0,180.0,28536.585365853658,4,1,5,4.0,,5.0,16,,,Combi Boiler,,3.0,Unfurnished,Owner-occupied,False,,,"South, East",Eligible,Construction Easement,No,,2026-03-17 14:16:16
76198-1753,satilik,Pendik,Çamçeşme,7850000,115.0,95.0,68260.86956521739,3,1,4,2.0,,5.0,3,,,Combi Boiler,,1.0,Unfurnished,Owner-occupied,False,,300.0,"South, East, West",Eligible,Condominium Title,No,,2026-03-17 14:16:28
165668-4,satilik,Pendik,Batı,16500000,235.0,205.0,70212.76595744681,3,2,5,4.0,,5.0,21,,,Combi Boiler,,2.0,Unfurnished,Owner-occupied,False,,,"South, West",Not Eligible,Construction Easement,No,,2026-03-17 14:16:39
139587-964,satilik,Pendik,Kavakpınar,5590000,130.0,101.0,43000.0,3,1,4,1.0,,4.0,14,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,1.0,Unfurnished,Vacant,False,,100.0,South,Eligible,Construction Easement,No,,2026-03-17 14:16:50
42003-7217,satilik,Pendik,Dumlupınar,8500000,130.0,120.0,65384.61538461538,3,1,4,8.0,,8.0,10,,Second-hand,Combi Boiler,,2.0,Unfurnished,Owner-occupied,False,,,"North, East, West",Eligible,Condominium Title,,,2026-03-17 14:16:59
5247-468,satilik,Pendik,Kaynarca,3750000,130.0,120.0,28846.153846153848,3,1,4,1.0,,5.0,25,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,2.0,Unfurnished,Tenant-occupied,False,,,"South, East, West",Not Eligible,Land Title,No,,2026-03-17 14:17:07
124165-1082,satilik,Pendik,Sülüntepe,5150000,80.0,62.0,64375.0,2,1,3,0.0,Ground Floor,9.0,6,,,Combi Boiler,,2.0,Unfurnished,Owner-occupied,True,Onur Life 180,2000.0,"North, East",Eligible,Condominium Title,No,,2026-03-17 14:17:17
128320-994,satilik,Pendik,Harmandere,11980000,120.0,110.0,99833.33333333333,3,1,4,2.0,,9.0,6,,,Central,,2.0,Unfurnished,Tenant-occupied,True,Still İstanbul Adoria,4150.0,"South, East",Eligible,Condominium Title,No,,2026-03-17 14:17:27
155606-238,satilik,Pendik,Esenler,5450000,180.0,160.0,30277.777777777777,4,2,6,0.0,Entrance Floor,3.0,11,,,Combi Boiler,,2.0,Unfurnished,Tenant-occupied,False,,250.0,"South, East",Eligible,Condominium Title,No,,2026-03-17 14:17:36
121788-853,satilik,Pendik,Yenişehir,9790000,138.0,110.0,70942.02898550725,3,1,4,5.0,,8.0,11,,,Combi Boiler,,1.0,Unfurnished,Tenant-occupied,True,Ekşioğlu Yeşil Vadi Evleri,,,Eligible,Condominium Title,No,,2026-03-17 14:17:45
166417-5,satilik,Pendik,Orta,3850000,110.0,85.0,35000.0,3,1,4,1.0,,4.0,31,,,Combi Boiler,,1.0,Unfurnished,Vacant,True,Nuhoğlu Sitesi,,"South, East",Eligible,Construction Easement,No,,2026-03-17 14:18:04
91631-175,satilik,Pendik,Yenişehir,12750000,153.0,115.0,83333.33333333333,3,1,4,2.0,,8.0,16,,,Combi Boiler,,2.0,Unfurnished,Tenant-occupied,True,Dumankaya Konsept Sitesi 1. Etap,3700.0,East,Eligible,Condominium Title,No,,2026-03-17 14:18:13
166191-2,satilik,Pendik,Dumlupınar,6950000,105.0,80.0,66190.47619047618,2,1,3,1.0,,5.0,4,,,Combi Boiler,,2.0,Unfurnished,Vacant,False,,150.0,South,Eligible,Condominium Title,Yes,,2026-03-17 14:18:26
132166-459,satilik,Pendik,Esenler,5250000,100.0,85.0,52500.0,2,1,3,0.0,Raised Ground,5.0,11,,,Combi Boiler,,1.0,Unfurnished,Tenant-occupied,False,,,"South, East, West",Eligible,Construction Easement,No,,2026-03-17 14:18:36
160204-89,satilik,Pendik,Kurtköy,14650000,250.0,205.0,58600.0,5,1,6,7.0,,7.0,11,,,Central (Metered),,3.0,Unfurnished,Owner-occupied,True,Silkroad Residence,3200.0,"South, East, West",Eligible,Condominium Title,No,,2026-03-17 14:18:45
159593-107,satilik,Pendik,Dumlupınar,5895000,140.0,110.0,42107.142857142855,3,1,4,3.0,,5.0,11,,,Combi Boiler,,1.0,Unfurnished,Tenant-occupied,False,,400.0,"East, West",Eligible,Condominium Title,No,,2026-03-17 14:18:53
139012-799,satilik,Pendik,Çamçeşme,4500000,110.0,100.0,40909.09090909091,2,1,3,6.0,,6.0,32,,Second-hand,Combi Boiler,,1.0,Unfurnished,Owner-occupied,False,,,South,Not Eligible,Land Title,No,,2026-03-17 14:19:02
76198-1762,satilik,Pendik,Yayalar,6500000,115.0,100.0,56521.739130434784,3,1,4,1.0,,4.0,6,,,Combi Boiler,,1.0,Unfurnished,Owner-occupied,True,Meriç Life,350.0,"South, East",Eligible,Condominium Title,No,,2026-03-17 14:19:15
3611-5547,satilik,Pendik,Doğu,6950000,85.0,70.0,81764.70588235294,2,1,3,0.0,Raised Ground,7.0,26,,,Central (Metered),,1.0,Unfurnished,Owner-occupied,True,İntay Sitesi,2500.0,"South, West",Eligible,Condominium Title,No,,2026-03-17 14:19:25
33559-5721,satilik,Pendik,Esenler,6250000,85.0,70.0,73529.41176470589,2,1,3,1.0,,5.0,3,,,Combi Boiler,,1.0,Unfurnished,Tenant-occupied,False,,,"South, East, West",Eligible,Condominium Title,No,,2026-03-17 14:19:33
165647-15,satilik,Pendik,Esenler,5545000,87.0,78.0,63735.63218390805,2,1,3,2.0,,10.0,0,,,Combi Boiler,,1.0,Unfurnished,Vacant,True,,,West,Not Eligible,Construction Easement,No,,2026-03-17 14:19:42
162634-331,satilik,Pendik,Esenler,5750000,90.0,80.0,63888.88888888889,2,1,3,6.0,,12.0,1,,,Combi Boiler,,1.0,Unfurnished,Vacant,True,,,,Eligible,Condominium Title,No,,2026-03-17 14:19:53
155606-201,satilik,Pendik,Fevzi Çakmak,4500000,115.0,100.0,39130.434782608696,3,1,4,-1.0,Sub-level 1,4.0,11,,,Combi Boiler,,1.0,Unfurnished,Owner-occupied,False,,250.0,"South, East",Eligible,Condominium Title,No,,2026-03-17 14:20:03
165962-27,satilik,Pendik,Çınardere,5950000,90.0,80.0,66111.11111111111,2,1,3,2.0,,6.0,0,,,Underfloor Heating,,1.0,Unfurnished,Vacant,False,,,South,Eligible,Construction Easement,Yes,,2026-03-17 14:20:12
158773-187,satilik,Pendik,Yenişehir,9250000,80.0,60.0,115625.0,2,1,3,2.0,,9.0,0,,,Underfloor Heating,,1.0,Unfurnished,Vacant,True,Siltaş Premium,,"South, West",Eligible,Condominium Title,No,,2026-03-17 14:20:23
166191-1,satilik,Pendik,Dumlupınar,10500000,139.0,110.0,75539.56834532374,3,1,4,-1.0,Garden Floor,9.0,4,,,Combi Boiler,,2.0,Unfurnished,Vacant,True,Panorama Pendik Sitesi,1300.0,South,Eligible,Condominium Title,Yes,,2026-03-17 14:20:34
159341-58,satilik,Pendik,Kurtköy,7150000,210.0,190.0,34047.619047619046,2,1,3,1.0,,2.0,26,,,Combi Boiler,,1.0,Unfurnished,Vacant,False,,,"South, East, West",Not Eligible,Land Title,No,,2026-03-17 14:20:42
6863-743,satilik,Pendik,Batı,27000000,135.0,123.0,200000.0,3,1,4,1.0,,6.0,0,,,Central (Metered),,2.0,Unfurnished,Vacant,False,,,"South, West",Eligible,Construction Easement,No,,2026-03-17 14:20:51
3447-22055,satilik,Pendik,Batı,10000000,124.0,103.0,80645.16129032258,3,1,4,2.0,,6.0,0,Reinforced Concrete,New,Central (Metered),Natural Gas,2.0,Unfurnished,Vacant,False,,650.0,"South, East, West",Eligible,Condominium Title,Yes,,2026-03-17 14:21:04
91631-165,satilik,Pendik,Sülüntepe,6400000,125.0,110.0,51200.0,3,1,4,1.0,,9.0,16,,,Combi Boiler,,1.0,Unfurnished,Tenant-occupied,True,Şeyhli Toki Konutları,1750.0,"South, East",Eligible,Condominium Title,No,,2026-03-17 14:21:13
165207-28,satilik,Pendik,Harmandere,9500000,100.0,70.0,95000.0,2,1,3,2.0,,9.0,6,,,Underfloor Heating,,1.0,Unfurnished,Owner-occupied,True,Evra Life,3000.0,South,Eligible,Condominium Title,No,,2026-03-17 14:21:23
139012-798,satilik,Pendik,Çamçeşme,10000000,200.0,190.0,50000.0,4,2,6,5.0,,6.0,32,,Second-hand,Combi Boiler,,2.0,Unfurnished,Owner-occupied,False,,,South,Not Eligible,Land Title,,,2026-03-17 14:21:31
136086-24,satilik,Pendik,Yenişehir,13535000,151.0,115.0,89635.76158940398,2,1,3,5.0,,8.0,0,,,Central (Metered),,2.0,Unfurnished,Owner-occupied,True,Kurtköy Paragon,6000.0,"South, East, West",Eligible,Foreign Owner,No,,2026-03-17 14:21:46
132166-429,satilik,Pendik,Kaynarca,9500000,167.0,140.0,56886.22754491018,3,1,4,3.0,,18.0,6,,,Combi Boiler,,2.0,Unfurnished,Tenant-occupied,True,Mavi Kule Residence,4000.0,"South, West",Eligible,Condominium Title,No,,2026-03-17 14:21:55
163983-263,satilik,Pendik,Kurtköy,9650000,120.0,100.0,80416.66666666667,3,1,4,4.0,,9.0,0,,,Underfloor Heating,,2.0,Unfurnished,Vacant,True,,,"North, South, East",Eligible,Condominium Title,No,,2026-03-17 14:22:04
162634-287,satilik,Pendik,Güzelyalı,4245000,110.0,95.0,38590.90909090909,2,1,3,3.0,,5.0,16,,,Combi Boiler,,1.0,Unfurnished,Owner-occupied,False,,,"South, West",Eligible,Condominium Title,No,,2026-03-17 14:22:22
166297-29,satilik,Pendik,Doğu,18000000,185.0,150.0,97297.2972972973,4,2,6,7.0,,7.0,0,,,Central (Metered),,3.0,Unfurnished,Vacant,False,,,"South, East",Eligible,Condominium Title,Yes,,2026-03-17 14:22:30
99234-1019,satilik,Pendik,Güzelyalı,4490000,125.0,115.0,35920.0,3,1,4,,Mid Floor,5.0,27,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,1.0,Unfurnished,Owner-occupied,False,,,"South, West",Not Eligible,Land Title,Yes,,2026-03-17 14:22:38
139587-934,satilik,Pendik,Güzelyalı,7500000,145.0,130.0,51724.137931034486,3,1,4,2.0,,4.0,11,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,1.0,Unfurnished,Tenant-occupied,False,,,South,Eligible,Condominium Title,Yes,,2026-03-17 14:22:46
54389-2838,satilik,Pendik,Çamlık,8900000,105.0,85.0,84761.90476190476,2,1,3,4.0,,5.0,6,,,Combi Boiler,,2.0,Unfurnished,Owner-occupied,True,360 Kurtköy,,"South, East",Eligible,Condominium Title,No,,2026-03-17 14:22:57
158773-179,satilik,Pendik,Yenişehir,7000000,82.0,61.0,85365.85365853658,2,1,3,4.0,,6.0,0,,,Central (Metered),,1.0,Unfurnished,Vacant,True,,,"South, West",Eligible,Condominium Title,No,,2026-03-17 14:23:06
2986-17127,satilik,Pendik,Çamlık,15700000,193.0,153.0,81347.15025906736,5,1,6,4.0,,5.0,6,,,Combi Boiler,,2.0,Unfurnished,Vacant,True,360 Kurtköy,7500.0,South,Eligible,Condominium Title,No,,2026-03-17 14:23:15
161261-310,satilik,Pendik,Velibaba,7150000,85.0,65.0,84117.64705882352,2,1,3,8.0,,10.0,0,,,Central (Metered),,1.0,Unfurnished,Vacant,False,,,"South, West",Eligible,Construction Easement,No,,2026-03-17 14:23:24
